 Run No.   Original ID Tr     Solution     Inbr %                                                                        
     936         10936  1    -1.18244       0.000    
     937         10937  1   -0.799069       0.000    
     938         10938  1    -2.21966       0.000    
     939         10939  1    -1.55263       0.000    
     940         10940  1    -1.61178       0.000    
     941         10941  1   -0.356994       0.000    
     942         10942  1    -1.49853       0.000    
     943         10943  1   -0.481282       0.000    
     944         10944  1   -0.570547       0.000    
     945         10945  1    0.355648       0.000    
     946         10946  1    0.925107       0.000    
     947         10947  1    0.617115       0.000    
     948         10948  1     1.96666       0.000    
     949         10949  1    0.549226       0.000    
     950         10950  1    0.254914       0.000    
     951         10951  1   -0.100107       0.000    
     952         10952  1   -0.419928       0.000    
     953         10953  1     1.83024       0.000    
     954         10954  1     2.12970       0.000    
     955         10955  1     1.21485       0.000    
     956         10956  1    0.741846       0.000    
     957         10957  1    0.853930E-01   0.000    
     958         10958  1   -0.903387E-01   0.000    
     959         10959  1   -0.615738       0.000    
     960         10960  1    0.272807       0.000    
     961         10961  1   -0.310164       0.000    
     962         10962  1    0.987288       0.000    
     963         10963  1   -0.166963       0.000    
     964         10964  1   -0.134138       0.000    
     965         10965  1   -0.192853E-01   0.000    
     966         10966  1     1.63454       0.000    
     967         10967  1    0.529470       0.000    
     968         10968  1     1.84668       0.000    
     969         10969  1   -0.864637       0.000    
     970         10970  1    0.156011       0.000    
     971         10971  1    0.518789       0.000    
     972         10972  1   -0.307570       0.000    
     973         10973  1    0.540433       0.000    
     974         10974  1    0.981455       0.000    
     975         10975  1    0.907219       0.000    
     976         10976  1    0.196673       0.000    
     977         10977  1    0.228848E-01   0.000    
     978         10978  1     1.01164       0.000    
     979         10979  1    0.902281       0.000    
     980         10980  1    0.985418       0.000    
     981         10981  1    0.977970       0.000    
     982         10982  1    0.324772       0.000    
     983         10983  1    0.696966       0.000    
     984         10984  1    0.518237E-01   0.000    
     985         10985  1   -0.243374E-01   0.000    
     986         10986  1    -1.18505       0.000    
     987         10987  1   -0.843145       0.000    
     988         10988  1    -1.34882       0.000    
     989         10989  1    0.763398       0.000    
     990         10990  1   -0.968697       0.000    
     991         10991  1     1.18047       0.000    
     992         10992  1     1.16563       0.000    
     993         10993  1   -0.371527       0.000    
     994         10994  1    0.114881       0.000    
     995         10995  1   -0.245584       0.000    
     996         10996  1   -0.353233       0.000    
     997         10997  1   -0.399657       0.000    
     998         10998  1   -0.426058       0.000    
     999         10999  1   -0.970830       0.000    
    1000         11000  1   -0.246818E-02   0.000    
    1001         11001  1    0.849949       0.000    
    1002         11002  1    0.653470       0.000    
    1003         11003  1    0.509135       0.000    
    1004         11004  1   -0.237600       0.000    
    1005         11005  1   -0.392705       0.000    
    1006         11006  1    0.277935       0.000    
    1007         11007  1   -0.371614       0.000    
    1008         11008  1   -0.552164       0.000    
    1009         11009  1   -0.213710       0.000    
    1010         11010  1     1.31667       0.000    
    1011         11011  1    0.735097       0.000    
    1012         11012  1     1.88234       0.000    
    1013         11013  1    -1.49481       0.000    
    1014         11014  1    0.103858       0.000    
    1015         11015  1   -0.772892       0.000    
    1016         11016  1   -0.244082E-01   0.000    
    1017         11017  1   -0.653469       0.000    
    1018         11018  1    0.146996       0.000    
    1019         11019  1    -1.58390       0.000    
    1020         11020  1    0.891050       0.000    
    1021         11021  1    0.190639       0.000    
    1022         11022  1   -0.101239E-01   0.000    
    1023         11023  1    0.337152       0.000    
    1024         11024  1    0.458764       0.000    
    1025         11025  1    0.198137       0.000    
    1026         11026  1    0.358157       0.000    
    1027         11027  1    0.795971E-01   0.000    
    1028         11028  1    0.488624       0.000    
    1029         11029  1    0.429178       0.000    
    1030         11030  1   -0.585386       0.000    
    1031         11031  1   -0.930873       0.000    
    1032         11032  1   -0.543254       0.000    
    1033         11033  1   -0.760824       0.000    
    1034         11034  1    0.191600       0.000    
    1035         11035  1    0.732833       0.000    
    1036         11036  1   -0.145615       0.000    
    1037         11037  1    0.287223       0.000    
    1038         11038  1   -0.581225       0.000    
    1039         11039  1   -0.634522       0.000    
    1040         11040  1    0.395789       0.000    
    1041         11041  1    0.770216       0.000    
    1042         11042  1   -0.843210       0.000    
    1043         11043  1   -0.208468E-01   0.000    
    1044         11044  1    0.400054       0.000    
    1045         11045  1    0.258117       0.000    
    1046         11046  1     2.54955       0.000    
    1047         11047  1     1.10824       0.000    
    1048         11048  1    0.414979       0.000    
    1049         11049  1     1.32129       0.000    
    1050         11050  1    0.576987       0.000    
    1051         11051  1    0.580577       0.000    
    1052         11052  1    0.698906       0.000    
    1053         11053  1   -0.283638       0.000    
    1054         11054  1   -0.467365       0.000    
    1055         11055  1     1.15051       0.000    
    1056         11056  1    0.857356       0.000    
    1057         11057  1    0.422311       0.000    
    1058         11058  1    0.406926       0.000    
    1059         11059  1    0.837130       0.000    
    1060         11060  1    0.399200       0.000    
    1061         11061  1   -0.241379       0.000    
    1062         11062  1     1.18777       0.000    
    1063         11063  1   -0.790488       0.000    
    1064         11064  1    0.198688       0.000    
    1065         11065  1   -0.994730       0.000    
    1066         11066  1    -1.38758       0.000    
    1067         11067  1   -0.108501       0.000    
    1068         11068  1    0.121301E-01   0.000    
    1069         11069  1   -0.684025       0.000    
    1070         11070  1   -0.461178       0.000    
    1071         11071  1   -0.160878       0.000    
    1072         11072  1    -1.59170       0.000    
    1073         11073  1   -0.987616       0.000    
    1074         11074  1   -0.443517       0.000    
    1075         11075  1    0.671902       0.000    
    1076         11076  1     1.19483       0.000    
    1077         11077  1    0.132848       0.000    
    1078         11078  1   -0.979874       0.000    
    1079         11079  1    -1.11630       0.000    
    1080         11080  1    -1.11103       0.000    
    1081         11081  1    0.290621       0.000    
    1082         11082  1   -0.581621       0.000    
    1083         11083  1   -0.108219       0.000    
    1084         11084  1   -0.122633       0.000    
    1085         11085  1   -0.365949       0.000    
    1086         11086  1    -1.90114       0.000    
    1087         11087  1    -1.66010       0.000    
    1088         11088  1    -1.08386       0.000    
    1089         11089  1   -0.747606       0.000    
    1090         11090  1   -0.443656       0.000    
    1091         11091  1   -0.807610       0.000    
    1092         11092  1   -0.381769       0.000    
    1093         11093  1    0.483104       0.000    
    1094         11094  1   -0.493530       0.000    
    1095         11095  1   -0.365472       0.000    
    1096         11096  1    0.569555       0.000    
    1097         11097  1    0.205643       0.000    
    1098         11098  1    0.631591       0.000    
    1099         11099  1    0.506878       0.000    
    1100         11100  1    0.990714       0.000    
    1101         11101  1     1.02630       0.000    
    1102         11102  1    0.361874       0.000    
    1103         11103  1    0.467607E-01   0.000    
    1104         11104  1    0.620878       0.000    
    1105         11105  1   -0.152490       0.000    
    1106         11106  1    0.971056       0.000    
    1107         11107  1    0.327112       0.000    
    1108         11108  1    0.119641       0.000    
    1109         11109  1     1.08407       0.000    
    1110         11110  1     1.31258       0.000    
    1111         11111  1    0.751953       0.000    
    1112         11112  1     2.08427       0.000    
    1113         11113  1     1.14941       0.000    
    1114         11114  1     1.50408       0.000    
    1115         11115  1    0.114145       0.000    
    1116         11116  1   -0.733130       0.000    
    1117         11117  1   -0.388038       0.000    
    1118         11118  1   -0.433176E-01   0.000    
    1119         11119  1   -0.609594       0.000    
    1120         11120  1   -0.257978       0.000    
    1121         11121  1    0.405081       0.000    
    1122         11122  1    0.587619       0.000    
    1123         11123  1     1.14358       0.000    
    1124         11124  1     1.57731       0.000    
    1125         11125  1    0.849945       0.000    
    1126         11126  1     1.10937       0.000    
    1127         11127  1   -0.835957       0.000    
    1128         11128  1   -0.800044       0.000    
    1129         11129  1   -0.462381       0.000    
    1130         11130  1    0.380919       0.000    
    1131         11131  1    0.780569       0.000    
    1132         11132  1   -0.239498       0.000    
    1133         11133  1   -0.190742       0.000    
    1134         11134  1   -0.784489       0.000    
    1135         11135  1    -1.12098       0.000    
    1136         11136  1   -0.932553       0.000    
    1137         11137  1   -0.178149       0.000    
    1138         11138  1    0.417145       0.000    
    1139         11139  1   -0.645748       0.000    
    1140         11140  1    0.774523       0.000    
    1141         11141  1     1.02029       0.000    
    1142         11142  1     1.26698       0.000    
    1143         11143  1   -0.540530       0.000    
    1144         11144  1   -0.357626       0.000    
    1145         11145  1   -0.160550       0.000    
    1146         11146  1   -0.254580       0.000    
    1147         11147  1    -1.13158       0.000    
    1148         11148  1   -0.268227       0.000    
    1149         11149  1   -0.974606       0.000    
    1150         11150  1     1.28607       0.000    
    1151         11151  1    0.921314       0.000    
    1152         11152  1   -0.121087       0.000    
    1153         11153  1    0.346842       0.000    
    1154         11154  1   -0.237296       0.000    
    1155         11155  1   -0.177186       0.000    
    1156         11156  1    0.184929       0.000    
    1157         11157  1    -1.04556       0.000    
    1158         11158  1   -0.545087       0.000    
    1159         11159  1   -0.678606       0.000    
    1160         11160  1   -0.516841       0.000    
    1161         11161  1    -1.06427       0.000    
    1162         11162  1     1.39678       0.000    
    1163         11163  1    0.376384       0.000    
    1164         11164  1    -1.33580       0.000    
    1165         11165  1   -0.433267       0.000    
    1166         11166  1   -0.133758       0.000    
    1167         11167  1    0.255570       0.000    
    1168         11168  1    -1.33014       0.000    
    1169         11169  1    0.616273       0.000    
    1170         11170  1    0.867515       0.000    
    1171         11171  1     1.15857       0.000    
    1172         11172  1   -0.131809       0.000    
    1173         11173  1     1.06572       0.000    
    1174         11174  1    0.143905       0.000    
    1175         11175  1     1.11980       0.000    
    1176         11176  1    0.546563       0.000    
    1177         11177  1   -0.229820       0.000    
    1178         11178  1    0.162202       0.000    
    1179         11179  1    0.255036       0.000    
    1180         11180  1    0.108187       0.000    
    1181         11181  1   -0.575178       0.000    
    1182         11182  1   -0.554617       0.000    
    1183         11183  1    0.609630       0.000    
    1184         11184  1     1.34839       0.000    
    1185         11185  1   -0.191176       0.000    
    1186         11186  1   -0.849920       0.000    
    1187         11187  1    -1.22074       0.000    
    1188         11188  1   -0.873764E-01   0.000    
    1189         11189  1   -0.452985       0.000    
    1190         11190  1    0.512747       0.000    
    1191         11191  1    0.346309       0.000    
    1192         11192  1   -0.897562E-01   0.000    
    1193         11193  1    -1.07188       0.000    
    1194         11194  1   -0.986841E-01   0.000    
    1195         11195  1    0.780763       0.000    
    1196         11196  1     1.12091       0.000    
    1197         11197  1   -0.147023       0.000    
    1198         11198  1    0.346764       0.000    
    1199         11199  1    0.229809       0.000    
    1200         11200  1    0.399430       0.000    
    1201         11201  1   -0.464425       0.000    
    1202         11202  1    0.900549       0.000    
    1203         11203  1   -0.575659       0.000    
    1204         11204  1    0.421005       0.000    
    1205         11205  1   -0.447687E-01   0.000    
    1206         11206  1   -0.452444       0.000    
    1207         11207  1   -0.134062       0.000    
    1208         11208  1   -0.419224       0.000    
    1209         11209  1   -0.452030       0.000    
    1210         11210  1   -0.111539       0.000    
    1211         11211  1    -1.10684       3.125    
    1212         11212  1   -0.669723       3.125    
    1213         11213  1   -0.429273       0.000    
    1214         11214  1   -0.722825       0.000    
    1215         11215  1    0.137391       0.000    
    1216         11216  1    0.336485E-01   0.000    
    1217         11217  1    0.200169       0.000    
    1218         11218  1   -0.828522       0.000    
    1219         11219  1    0.165631       0.000    
    1220         11220  1    -1.61675       0.000    
    1221         11221  1    -1.63703       0.000    
    1222         11222  1   -0.630024       0.000    
    1223         11223  1    0.287613       0.000    
    1224         11224  1   -0.508823       0.000    
    1225         11225  1    0.235629       0.000    
    1226         11226  1    0.607032       0.000    
    1227         11227  1   -0.619115E-01   0.000    
    1228         11228  1   -0.449889       0.000    
    1229         11229  1    0.626884       0.000    
    1230         11230  1   -0.585297E-01   0.000    
    1231         11231  1   -0.704254E-03   0.000    
    1232         11232  1   -0.192389       0.000    
    1233         11233  1   -0.582264       0.000    
    1234         11234  1     2.01865       0.000    
    1235         11235  1     2.06912       0.000    
    1236         11236  1     2.02703       0.000    
    1237         11237  1   -0.992162       0.000    
    1238         11238  1    0.545221       0.000    
    1239         11239  1    -1.46192       0.000    
    1240         11240  1    0.307441       0.000    
    1241         11241  1    -1.25750       0.000    
    1242         11242  1   -0.297836       0.000    
    1243         11243  1    -1.20326       0.000    
    1244         11244  1   -0.529497       0.000    
    1245         11245  1   -0.713293       0.000    
    1246         11246  1    0.553546       0.000    
    1247         11247  1   -0.444175       0.000    
    1248         11248  1    -1.40071       0.000    
    1249         11249  1    0.703264       0.000    
    1250         11250  1   -0.302172E-02   0.000    
    1251         11251  1    0.591833       0.000    
    1252         11252  1    0.945153       0.000    
    1253         11253  1   -0.739714       0.000    
    1254         11254  1   -0.739692E-01   0.000    
    1255         11255  1    0.299196       0.000    
    1256         11256  1    0.191066       0.000    
    1257         11257  1   -0.368788       0.000    
    1258         11258  1   -0.420276E-01   0.000    
    1259         11259  1   -0.595693       3.125    
    1260         11260  1    -1.05043       3.125    
    1261         11261  1   -0.546935       0.000    
    1262         11262  1     1.07786       0.000    
    1263         11263  1    0.872901       0.000    
    1264         11264  1    0.410746       0.000    
    1265         11265  1   -0.358350       0.000    
    1266         11266  1    0.309694       0.000    
    1267         11267  1   -0.168137       0.000    
    1268         11268  1   -0.583851       0.000    
    1269         11269  1   -0.695798       0.000    
    1270         11270  1   -0.337393       0.000    
    1271         11271  1   -0.704238       0.000    
    1272         11272  1   -0.410885       0.000    
    1273         11273  1   -0.623865       0.000    
    1274         11274  1   -0.333017       0.000    
    1275         11275  1     1.30023       0.000    
    1276         11276  1   -0.352415       0.000    
    1277         11277  1   -0.433998       0.000    
    1278         11278  1   -0.457395       0.000    
    1279         11279  1   -0.367967       0.000    
    1280         11280  1    0.232941       0.000    
    1281         11281  1    -1.91371       0.000    
    1282         11282  1    -1.43602       0.000    
    1283         11283  1    0.105541       0.000    
    1284         11284  1    0.697677       0.000    
    1285         11285  1    0.406092       0.000    
    1286         11286  1    0.123729       0.000    
    1287         11287  1    0.513917       0.000    
    1288         11288  1    0.447252       0.000    
    1289         11289  1     1.21810       0.000    
    1290         11290  1     1.41507       0.000    
    1291         11291  1     1.71292       0.000    
    1292         11292  1     1.27047       0.000    
    1293         11293  1     1.12072       0.000    
    1294         11294  1     1.49240       0.000    
    1295         11295  1     1.63011       0.000    
    1296         11296  1     1.60138       0.000    
    1297         11297  1     1.56154       0.000    
    1298         11298  1   -0.680206       0.000    
    1299         11299  1    0.528302       0.000    
    1300         11300  1   -0.197271       0.000    
    1301         11301  1   -0.208593       0.000    
    1302         11302  1    0.744676       3.125    
    1303         11303  1   -0.329639       3.125    
    1304         11304  1     1.21751       3.125    
    1305         11305  1     1.38529       0.000    
    1306         11306  1   -0.138087       0.000    
    1307         11307  1   -0.335521       0.000    
    1308         11308  1   -0.179285       0.000    
    1309         11309  1    0.246724       0.000    
    1310         11310  1   -0.122211       0.000    
    1311         11311  1    0.889881       0.000    
    1312         11312  1    0.473060       0.000    
    1313         11313  1    0.388147       0.000    
    1314         11314  1    0.945167       0.000    
    1315         11315  1   -0.159376       0.000    
    1316         11316  1    0.349375       0.000    
    1317         11317  1    0.628308       0.000    
    1318         11318  1   -0.764909       0.000    
    1319         11319  1    -1.69153       0.000    
    1320         11320  1   -0.208755       0.000    
    1321         11321  1   -0.409183E-02   0.000    
    1322         11322  1    -1.31195       0.000    
    1323         11323  1   -0.632357       0.000    
    1324         11324  1    -1.28926       0.000    
    1325         11325  1   -0.895505       0.000    
    1326         11326  1   -0.720549       0.000    
    1327         11327  1   -0.882263       0.000    
    1328         11328  1   -0.854371       0.000    
    1329         11329  1    -2.04319       0.000    
    1330         11330  1    0.152795       0.000    
    1331         11331  1   -0.151484       0.000    
    1332         11332  1    0.229775       0.000    
    1333         11333  1    0.568975       0.000    
    1334         11334  1   -0.302372       0.000    
    1335         11335  1     1.88036       0.000    
    1336         11336  1    0.228316       0.000    
    1337         11337  1   -0.283351       0.000    
    1338         11338  1     1.08618       0.000    
    1339         11339  1   -0.468695       6.250    
    1340         11340  1    -1.03716       6.250    
    1341         11341  1   -0.306881       0.000    
    1342         11342  1   -0.128404E-01   0.000    
    1343         11343  1   -0.842039       0.000    
    1344         11344  1   -0.552582       0.000    
    1345         11345  1   -0.312570       0.000    
    1346         11346  1   -0.801110       0.000    
    1347         11347  1    -1.00781       0.000    
    1348         11348  1    0.527291       0.000    
    1349         11349  1    0.442288E-01   0.000    
    1350         11350  1   -0.305618       0.000    
    1351         11351  1   -0.164799       0.000    
    1352         11352  1   -0.566252       0.000    
    1353         11353  1   -0.401248       0.000    
    1354         11354  1    -1.33735       0.000    
    1355         11355  1    -1.63949       0.000    
    1356         11356  1   -0.256234       0.000    
    1357         11357  1    -1.47525       0.000    
    1358         11358  1    -2.29494       0.000    
    1359         11359  1    -1.05437       0.000    
    1360         11360  1   -0.749092       0.000    
    1361         11361  1   -0.903923       0.000    
    1362         11362  1    -2.11008       0.000    
    1363         11363  1   -0.174963       0.000    
    1364         11364  1   -0.884456       0.000    
    1365         11365  1     1.05058       0.000    
    1366         11366  1    0.259189       0.000    
    1367         11367  1    -1.23186       0.000    
    1368         11368  1   -0.722390       0.000    
    1369         11369  1    0.168590E-01   0.000    
    1370         11370  1   -0.208686       0.000    
    1371         11371  1   -0.250536       0.000    
    1372         11372  1   -0.204383E-01   0.000    
    1373         11373  1   -0.292947       0.000    
    1374         11374  1    0.558930       0.000    
    1375         11375  1    0.721228       0.000    
    1376         11376  1   -0.939147       0.000    
    1377         11377  1   -0.323308       0.000    
    1378         11378  1    0.261013E-01   3.125    
    1379         11379  1    0.500054       3.125    
    1380         11380  1   -0.677262       0.000    
    1381         11381  1   -0.255777       0.000    
    1382         11382  1    0.403037       0.000    
    1383         11383  1    0.483063       0.000    
    1384         11384  1    0.673232       0.000    
    1385         11385  1    0.809505       0.000    
    1386         11386  1    0.918089E-01   0.000    
    1387         11387  1    0.166980E-01   0.000    
    1388         11388  1   -0.109971       0.000    
    1389         11389  1    0.747621       0.000    
    1390         11390  1   -0.448281       0.000    
    1391         11391  1    0.769888       0.000    
    1392         11392  1    0.491197       0.000    
    1393         11393  1    0.912244       0.000    
    1394         11394  1    0.213145       0.000    
    1395         11395  1     3.14655       0.000    
    1396         11396  1     2.23083       0.000    
    1397         11397  1     1.59008       0.000    
    1398         11398  1     1.72846       0.000    
    1399         11399  1    0.834992E-01   0.000    
    1400         11400  1    0.444450       0.000    
    1401         11401  1     1.30215       0.000    
    1402         11402  1   -0.483432       0.000    
    1403         11403  1    0.662452       0.000    
    1404         11404  1   -0.642135E-01   0.000    
    1405         11405  1     1.15867       0.000    
    1406         11406  1    0.471219       0.000    
    1407         11407  1    0.587972       0.000    
    1408         11408  1    0.201867E-01   0.000    
    1409         11409  1    0.613381       0.000    
    1410         11410  1    0.956566       0.000    
    1411         11411  1   -0.588608E-01   0.000    
    1412         11412  1    0.276757       0.000    
    1413         11413  1   -0.187335       0.000    
    1414         11414  1   -0.575558E-01   0.000    
    1415         11415  1    0.791404       0.000    
    1416         11416  1    -1.24563       0.000    
    1417         11417  1   -0.966757       0.000    
    1418         11418  1    0.721686       0.000    
    1419         11419  1    0.372815       0.000    
    1420         11420  1    -1.48901       0.000    
    1421         11421  1   -0.785178       0.000    
    1422         11422  1   -0.488640       0.000    
    1423         11423  1    0.470638       0.000    
    1424         11424  1   -0.346187       0.000    
    1425         11425  1    0.670478E-01   0.000    
    1426         11426  1    -1.20229       0.000    
    1427         11427  1   -0.345547       0.000    
    1428         11428  1   -0.912849E-01   0.000    
    1429         11429  1   -0.283721       0.000    
    1430         11430  1    -1.01617       0.000    
    1431         11431  1   -0.792746       0.000    
    1432         11432  1   -0.549708       0.000    
    1433         11433  1   -0.728176       0.000    
    1434         11434  1   -0.708819       0.000    
    1435         11435  1    -1.49939       0.000    
    1436         11436  1   -0.455516       0.000    
    1437         11437  1   -0.463809       0.000    
    1438         11438  1    -1.13452       0.000    
    1439         11439  1   -0.426126       0.000    
    1440         11440  1   -0.694908       0.000    
    1441         11441  1    0.460718       0.000    
    1442         11442  1    0.695636       0.000    
    1443         11443  1   -0.944846       0.000    
    1444         11444  1   -0.246407       0.000    
    1445         11445  1   -0.543068       0.000    
    1446         11446  1    0.558612       0.000    
    1447         11447  1     1.06064       0.000    
    1448         11448  1   -0.389033E-01   0.000    
    1449         11449  1    0.150496       0.000    
    1450         11450  1    0.175195       0.000    
    1451         11451  1     1.06959       0.000    
    1452         11452  1    0.771362       0.000    
    1453         11453  1    0.662135       0.000    
    1454         11454  1   -0.437613       0.000    
    1455         11455  1    -2.55778       0.000    
    1456         11456  1    -2.49811       0.000    
    1457         11457  1   -0.746740       0.000    
    1458         11458  1   -0.829783       0.000    
    1459         11459  1   -0.857314       0.000    
    1460         11460  1   -0.573244       0.000    
    1461         11461  1   -0.518760       0.000    
    1462         11462  1    0.576744       0.000    
    1463         11463  1    0.187634       0.000    
    1464         11464  1   -0.928419E-01   0.000    
    1465         11465  1    0.862885       0.000    
    1466         11466  1    0.152618       0.000    
    1467         11467  1    0.129860       0.000    
    1468         11468  1   -0.448086       0.000    
    1469         11469  1   -0.675213       0.000    
    1470         11470  1   -0.363749       0.000    
    1471         11471  1    0.997890       0.000    
    1472         11472  1     1.11851       0.000    
    1473         11473  1    0.238603       0.000    
    1474         11474  1    0.748080       0.000    
    1475         11475  1   -0.446764       0.000    
    1476         11476  1   -0.376368       0.000    
    1477         11477  1   -0.237153       0.000    
    1478         11478  1   -0.294091       0.000    
    1479         11479  1    -1.25358       0.000    
    1480         11480  1    -1.84730       0.000    
    1481         11481  1     2.17515       0.000    
    1482         11482  1    0.933588       0.000    
    1483         11483  1   -0.357125       0.000    
    1484         11484  1    0.301185       0.000    
    1485         11485  1     1.52569       0.000    
    1486         11486  1     2.07047       0.000    
    1487         11487  1     1.75831       0.000    
    1488         11488  1   -0.871214       0.000    
    1489         11489  1   -0.713815       0.000    
    1490         11490  1   -0.457508       0.000    
    1491         11491  1   -0.329752       0.000    
    1492         11492  1    0.339606       0.000    
    1493         11493  1   -0.941762E-01   0.000    
    1494         11494  1    0.650551       0.000    
    1495         11495  1    0.744796       0.000    
    1496         11496  1     1.16232       0.000    
    1497         11497  1    0.394488       0.000    
    1498         11498  1    0.457695       0.000    
    1499         11499  1    0.684933       0.000    
    1500         11500  1    0.103541       0.000    
    1501         11501  1   -0.709827       0.000    
    1502         11502  1    0.801329       0.000    
    1503         11503  1    -1.01565       0.000    
    1504         11504  1     1.93860       0.000    
    1505         11505  1     1.07579       0.000    
    1506         11506  1    0.973579       0.000    
    1507         11507  1    0.892642       0.000    
    1508         11508  1     1.42597       0.000    
    1509         11509  1   -0.477250       0.000    
    1510         11510  1   -0.236548       0.000    
    1511         11511  1   -0.983306       0.000    
    1512         11512  1    -1.51346       0.000    
    1513         11513  1     1.95929       0.000    
    1514         11514  1     1.37017       0.000    
    1515         11515  1     1.70792       0.000    
    1516         11516  1     1.29258       0.000    
    1517         11517  1   -0.438904       0.000    
    1518         11518  1    0.905137       0.000    
    1519         11519  1    0.902670       0.000    
    1520         11520  1   -0.297211       0.000    
    1521         11521  1    0.571951       0.000    
    1522         11522  1     1.37497       0.000    
    1523         11523  1    0.122252       0.000    
    1524         11524  1   -0.384289       0.000    
    1525         11525  1   -0.956862       0.000    
    1526         11526  1   -0.405407       0.000    
    1527         11527  1   -0.917010       0.000    
    1528         11528  1   -0.773524       0.000    
    1529         11529  1   -0.136752       0.000    
    1530         11530  1    0.476447       0.000    
    1531         11531  1    0.505660E-02   0.000    
    1532         11532  1     1.05706       0.000    
    1533         11533  1    0.542954       0.000    
    1534         11534  1   -0.520258       0.000    
    1535         11535  1   -0.293292       0.000    
    1536         11536  1    -1.42284       0.000    
    1537         11537  1    -1.13375       0.000    
    1538         11538  1    0.149422       0.000    
    1539         11539  1   -0.677947       0.000    
    1540         11540  1   -0.336891       0.000    
    1541         11541  1    0.614826       0.000    
    1542         11542  1    0.714516       0.000    
    1543         11543  1    0.117844       0.000    
    1544         11544  1    0.109728       0.000    
    1545         11545  1    0.847399E-01   0.000    
    1546         11546  1     1.14408       0.000    
    1547         11547  1   -0.992620       0.000    
    1548         11548  1    0.299056       0.000    
    1549         11549  1    0.226019       0.000    
    1550         11550  1   -0.531882       0.000    
    1551         11551  1    0.663355       0.000    
    1552         11552  1    0.241958       0.000    
    1553         11553  1    0.602235       0.000    
    1554         11554  1   -0.175946       0.000    
    1555         11555  1    0.768139E-01   0.000    
    1556         11556  1    0.535403       0.000    
    1557         11557  1    0.499062       0.000    
    1558         11558  1    0.799230E-01   0.000    
    1559         11559  1    0.494711       0.000    
    1560         11560  1    0.337368       0.000    
    1561         11561  1   -0.101811       0.000    
    1562         11562  1    -1.52130       0.000    
    1563         11563  1    0.117444       0.000    
    1564         11564  1   -0.147742       0.000    
    1565         11565  1     1.20643       0.000    
    1566         11566  1   -0.713257       0.000    
    1567         11567  1   -0.153739       0.000    
    1568         11568  1    0.429292       0.000    
    1569         11569  1    0.162567       0.000    
    1570         11570  1    0.539365       0.000    
    1571         11571  1    0.122422       0.000    
    1572         11572  1    0.225031       0.000    
    1573         11573  1   -0.105491       0.000    
    1574         11574  1    0.419288       0.000    
    1575         11575  1   -0.639334       0.000    
    1576         11576  1    0.293721       0.000    
    1577         11577  1    0.774142       0.000    
    1578         11578  1    0.962508       0.000    
    1579         11579  1   -0.245658       0.000    
    1580         11580  1   -0.841201       0.000    
    1581         11581  1    0.202886       0.000    
    1582         11582  1   -0.282142       0.000    
    1583         11583  1     1.16733       0.000    
    1584         11584  1    -1.15831       0.000    
    1585         11585  1   -0.313549E-01   0.000    
    1586         11586  1   -0.179501       0.000    
    1587         11587  1   -0.906351       0.000    
    1588         11588  1     1.40254       0.000    
    1589         11589  1    0.414755E-01   0.000    
    1590         11590  1   -0.685147       0.000    
    1591         11591  1   -0.346816       0.000    
    1592         11592  1    -1.45928       0.000    
    1593         11593  1     1.04967       0.000    
    1594         11594  1   -0.401687       0.000    
    1595         11595  1   -0.693670E-01   0.000    
    1596         11596  1   -0.405432       0.000    
    1597         11597  1   -0.173414E-02   0.000    
    1598         11598  1     1.05960       0.000    
    1599         11599  1    0.142128       0.000    
    1600         11600  1   -0.546276       0.000    
    1601         11601  1    0.431281       0.000    
    1602         11602  1    0.656567       0.000    
    1603         11603  1     1.19425       0.000    
    1604         11604  1    0.163234E-01   0.000    
    1605         11605  1     1.25759       0.000    
    1606         11606  1   -0.257821E-01   0.000    
    1607         11607  1   -0.660264       0.000    
    1608         11608  1    -1.08641       0.000    
    1609         11609  1    0.281274       0.000    
    1610         11610  1    0.429113       0.000    
    1611         11611  1   -0.918175       1.562    
    1612         11612  1    0.151056       0.000    
    1613         11613  1    0.116795       0.000    
    1614         11614  1   -0.102610       0.000    
    1615         11615  1     1.52498       0.000    
    1616         11616  1   -0.512911       0.000    
    1617         11617  1   -0.182546       0.781    
    1618         11618  1   -0.295942       0.000    
    1619         11619  1   -0.265234       0.000    
    1620         11620  1    0.182065       0.000    
    1621         11621  1   -0.567593       0.000    
    1622         11622  1   -0.218334       0.000    
    1623         11623  1   -0.520358       0.000    
    1624         11624  1   -0.580001       0.000    
    1625         11625  1    0.413979       0.000    
    1626         11626  1   -0.763102       0.000    
    1627         11627  1   -0.500850       0.000    
    1628         11628  1    0.761599       0.000    
    1629         11629  1   -0.544821       0.000    
    1630         11630  1   -0.670190       0.000    
    1631         11631  1    0.309966       0.000    
    1632         11632  1   -0.881606       1.562    
    1633         11633  1    -1.03237       1.562    
    1634         11634  1   -0.118855       0.000    
    1635         11635  1   -0.675499       0.000    
    1636         11636  1   -0.917701       0.000    
    1637         11637  1    0.546584       0.000    
    1638         11638  1    0.347296       0.000    
    1639         11639  1   -0.914942       0.000    
    1640         11640  1    0.192443       0.000    
    1641         11641  1   -0.410010E-01   0.000    
    1642         11642  1    0.355096       0.000    
    1643         11643  1   -0.492711       0.000    
    1644         11644  1    0.508736       0.000    
    1645         11645  1    0.975442       0.000    
